OBJNAME,ORIGINAL_NAME,ALIASES,RA_DEG,RA_SOURCE,DEC_DEG,DEC_SOURCE,EPOCH,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,TEFF,TEFF_SOURCE,SP_TYPE,SP_SOURCE,VSINI,VSINI_ERR,VSINI_SOURCE,UMAG,UMAG_SOURCE,GMAG,GMAG_SOURCE,RMAG,RMAG_SOURCE,IMAG,IMAG_SOURCE,ZMAG,ZMAG_SOURCE,JMAG,JMAG_SOURCE,HMAG,HMAG_SOURCE,KMAG,KMAG_SOURCE,NOTES,USED,KEYWORDS
HD13720,HD  13720,HD  13720|** TOK  361|BD-09   427|GSC 05281-00469|HERZ 10640|HIC  10365|HIP 10365|2MASS J02133507-0848588|PPM 184368|SAO 129760|TIC 167452551|TYC 5281-469-1|WDS J02136-0849AB|YZ  99   475|Gaia DR2 2486090455776371968|Gaia DR3 2486090455776371968|Gaia DR1 2486090451480742528HD  13720|** TOK  361|BD-09   427|GSC 05281-00469|HERZ 10640|HIC  10365|HIP 10365|2MASS J02133507-0848588|PPM 184368|SAO 129760|TIC 167452551|TYC 5281-469-1|WDS J02136-0849AB|YZ  99   475|Gaia DR2 2486090455776371968|Gaia DR3 2486090455776371968|Gaia DR1 2486090451480742528|J0213-08|HD13720|**TOK361|BD-09427|GSC05281-00469|HERZ10640|HIC10365|HIP10365|2MASSJ02133507-0848588|PPM184368|SAO129760|TIC167452551|TYC5281-469-1|WDSJ02136-0849AB|YZ99475|GaiaDR22486090455776371968|GaiaDR32486090455776371968|GaiaDR12486090451480742528HD13720|**TOK361|BD-09427|GSC05281-00469|HERZ10640|HIC10365|HIP10365|2MASSJ02133507-0848588|PPM184368|SAO129760|TIC167452551|TYC5281-469-1|WDSJ02136-0849AB|YZ99475|GaiaDR22486090455776371968|GaiaDR32486090455776371968|GaiaDR12486090451480742528|J0213-08,33.39621209,Gaia DR3,-8.816050506,Gaia DR3,2457388.5,2.843712613,Gaia DR3,64.99784805,Gaia DR3,20.42525254,Gaia DR3,,,5523,2014MNRAS.442..220F,G8V,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,, Added on 2025-11-07 20:26:58.994 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
HD137388,HD137388,HD 137388|** HJ 4759A|CCDM J15357-8012A|CPC 21.3  1907|CPD-79   844|DENIS J153540.0-801216|GSC 09437-01921|HIC  76351|HIP  76351|IDS 15206-7952 A|2MASS J15353994-8012164|NAME Karaka|NSV  7116|PPM 789245|TIC 407090552|TYC 9437-1921-1|UCAC3 20-34626|uvby98 100137388 A|WDS J15357-8012A|Gaia DR3 5778418870846853888|Gaia DR2 5778418870846853888|Gaia DR1 5778418866548656512|HD137388|**HJ4759A|CCDMJ15357-8012A|CPC21.31907|CPD-79844|DENISJ153540.0-801216|GSC09437-01921|HIC76351|HIP76351|IDS15206-7952A|2MASSJ15353994-8012164|NAMEKaraka|NSV7116|PPM789245|TIC407090552|TYC9437-1921-1|UCAC320-34626|uvby98100137388A|WDSJ15357-8012A|GaiaDR35778418870846853888|GaiaDR25778418870846853888|GaiaDR15778418866548656512,233.915082,Gaia DR2,-80.2044169,Gaia DR2,2457206,-49.57000947,Gaia DR2,41.13465821,Gaia DR2,24.67216968,Gaia DR2,26.01,2018yCat.1345....0G,5240,2014A&A...566A..66,K2IV,2006AJ....132..161G,,,,,,,,,,,,,,,,,,,,Added on 2023-08-18 15:57:30.246 by nirps-client@maestria using drs_astrometrics.py,1,
HD137826,HD 137826,G 239-54|AG+66  691|AGKR 13779|ASCC   85633|BD+67   887|Ci 18 2067|GC 20742|GCRV  8923|GEN# +1.00137826|G 225-10|HD 137826|HIC  75370|HIP  75370|LSPM J1524+6633|LTT 14589|2MASS J15240499+6633141|NLTT 40206|PLX 3493|PLX 3493.00|PPM  19430|SAO  16725|TIC 355950542|TYC 4187-683-1|UBV   13278|UBV M  20787|USNO-B1.0 1565-00154289|uvby98 100137826|WEB 12857|WISEA J152404.49+663313.8|Gaia DR2 1644754534843388032|Gaia EDR3 1644754534843388032|Gaia DR1 1644754530547540096|G239-54|AG+66691|AGKR13779|ASCC85633|BD+67887|Ci182067|GC20742|GCRV8923|GEN#+1.00137826|G225-10|HD137826|HIC75370|HIP75370|LSPMJ1524+6633|LTT14589|2MASSJ15240499+6633141|NLTT40206|PLX3493|PLX3493.00|PPM19430|SAO16725|TIC355950542|TYC4187-683-1|UBV13278|UBVM20787|USNO-B1.01565-00154289|uvby98100137826|WEB12857|WISEAJ152404.49+663313.8|GaiaDR21644754534843388032|GaiaEDR31644754534843388032|GaiaDR11644754530547540096,231.0177147,Gaia EDR3,66.55379111,Gaia EDR3,2457388.5,-266.1309817,Gaia EDR3,-30.76702562,Gaia EDR3,20.38717436,Gaia EDR3,-34.56,2018yCat.1345....0G,5543,2018A&A...614A..55A,G6V,,,,,,,,,,,,,,,,,,,,,Added on 2022-03-05 02:55:22.843 by spdrs@apikitest using drs_astrometrics.py,1,
HD137992,HD137992,HD 137992|CD-41  9977|CPC  0 13488|CPD-41  7236|GEN# +1.00137992|GSC 07844-01725|HIC  75950|HIP  75950|2MASS J15304521-4139091|PPM 320656|SAO 225852|SKY# 28065|SKY# 28066|TIC 149480082|TYC 7844-1725-1|uvby98 100137992|Gaia DR1 6002423641788363776|Gaia DR3 6002423646102188928|Gaia DR2 6002423646102188928|HD 137992|HD137992|CD-419977|CPC013488|CPD-417236|GEN#+1.00137992|GSC07844-01725|HIC75950|HIP75950|2MASSJ15304521-4139091|PPM320656|SAO225852|SKY#28065|SKY#28066|TIC149480082|TYC7844-1725-1|uvby98100137992|GaiaDR16002423641788363776|GaiaDR36002423646102188928|GaiaDR26002423646102188928|HD137992,232.6885298,Gaia DR2,-41.65237944,Gaia DR2,2457206,16.84846855,Gaia DR2,40.13156337,Gaia DR2,10.00533875,Gaia DR2,35.59,2018yCat.1345....0G,6577,2011A&A...530A.138C,F6V,1978MSS...C02....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-04-25 00:49:25.374 by nirps-client@rali using drs_astrometrics.py,1,
HD13808,HD13808,HD  13808|CD-54   471|CPC 19   712|CPD-54   432|GC  2673|GEN# +1.00013808|GSC 08483-00536|HIC  10301|HIP  10301|2MASS J02124292-5344380|PPM 331700|SAO 232674|TIC 220022156|TYC 8483-536-1|UCAC2   8433055|UCAC3 73-4376|UCAC3 73-4377|UGP  29|uvby98 100013808|Gaia DR1 4743692147508145664|Gaia DR3 4743692151804240896|Gaia DR2 4743692151804240896|HD13808|CD-54471|CPC19712|CPD-54432|GC2673|GEN#+1.00013808|GSC08483-00536|HIC10301|HIP10301|2MASSJ02124292-5344380|PPM331700|SAO232674|TIC220022156|TYC8483-536-1|UCAC28433055|UCAC373-4376|UCAC373-4377|UGP29|uvby98100013808|GaiaDR14743692147508145664|GaiaDR34743692151804240896|GaiaDR24743692151804240896,33.17807076,Gaia DR2,-53.74375906,Gaia DR2,2457206,-107.9226473,Gaia DR2,30.97452698,Gaia DR2,35.39379677,Gaia DR2,41.026,2018A&A...616A...7S,5087,2014A&A...566A..66,K2V,2006AJ....132..161G,,,,,,,,,,,,,,,,,,,,Added on 2023-08-17 20:08:39.560 by nirps-client@maestria using drs_astrometrics.py,1,
HD13837,HD  13837,HD  13837|BD-18   388|GSC 05859-00824|2MASS J02143070-1747212|PPM 211254|SAO 148286|TIC 302439498|TYC 5859-824-1|YZ 108   605|Gaia DR2 5143558176905980800|Gaia DR3 5143558176905980800|Gaia DR1 5143558241329946112|HD_13837HD  13837|BD-18   388|GSC 05859-00824|2MASS J02143070-1747212|PPM 211254|SAO 148286|TIC 302439498|TYC 5859-824-1|YZ 108   605|Gaia DR2 5143558176905980800|Gaia DR3 5143558176905980800|Gaia DR1 5143558241329946112|HD_13837|J0214-17|HD13837|BD-18388|GSC05859-00824|2MASSJ02143070-1747212|PPM211254|SAO148286|TIC302439498|TYC5859-824-1|YZ108605|GaiaDR25143558176905980800|GaiaDR35143558176905980800|GaiaDR15143558241329946112|HD13837HD13837|BD-18388|GSC05859-00824|2MASSJ02143070-1747212|PPM211254|SAO148286|TIC302439498|TYC5859-824-1|YZ108605|GaiaDR25143558176905980800|GaiaDR35143558176905980800|GaiaDR15143558241329946112|HD13837|J0214-17,33.62822951,Gaia DR3,-17.78931759,Gaia DR3,2457388.5,59.01175318,Gaia DR3,-11.68799425,Gaia DR3,17.28225161,Gaia DR3,,,5440,estimated from Spectral type,G8/K0V,1988MSS...C04....0H,,,,,,,,,,,,,,,,,,,, Added on 2025-11-07 16:07:22.877 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
HD138719,HD138719,HD 138719|BD-17  4368|GSC 06188-00409|2MASS J15342689-1741545|PPM 230426|RAVE J153426.9-174154|RAVE J153426.9-174155|SAO 159355|TD1 18356|TIC 297438663|TYC 6188-409-1|YZ 107  5708|Gaia DR2 6255412338106173184|Gaia DR3 6255412338106173184|Gaia DR1 6255412333805034240|HD138719|BD-174368|GSC06188-00409|2MASSJ15342689-1741545|PPM230426|RAVEJ153426.9-174154|RAVEJ153426.9-174155|SAO159355|TD118356|TIC297438663|TYC6188-409-1|YZ1075708|GaiaDR26255412338106173184|GaiaDR36255412338106173184|GaiaDR16255412333805034240,233.6120827,Gaia DR2,-17.6985874,Gaia DR2,2457206,-8.678650983,Gaia DR2,-16.60792625,Gaia DR2,3.500061346,Gaia DR2,-10.42,2020AJ....160...83S,8000,2020AJ....160...83S (via nirps-client@rali),A0V,1988MSS...C04....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-04-25 00:58:25.836 by nirps-client@rali using drs_astrometrics.py,1,
HD1397,HD1397,HD   1397|CD-67    13|CPC 21    45|CPD-67    17|GC   353|GEN# +1.00001397|GSC 08846-00638|HIC   1419|HIP   1419|2MASS J00174714-6621323|PPM 351736|RAVE J001747.1-662132|SAO 248155|SKY#   519|TIC 394137592|TOI-120|TYC 8846-638-1|uvby98 100001397|Gaia DR3 4707634458245031552|Gaia DR2 4707634458245031552|HD1397|CD-6713|CPC2145|CPD-6717|GC353|GEN#+1.00001397|GSC08846-00638|HIC1419|HIP1419|2MASSJ00174714-6621323|PPM351736|RAVEJ001747.1-662132|SAO248155|SKY#519|TIC394137592|TOI-120|TYC8846-638-1|uvby98100001397|GaiaDR34707634458245031552|GaiaDR24707634458245031552,4.447163136,Gaia DR2,-66.35892846,Gaia DR2,2457206,64.7627307,Gaia DR2,-5.055599822,Gaia DR2,12.53863191,Gaia DR2,30.75,2018yCat.1345....0G,5479,2020AJ....160...83S (via nirps-client@maestria),G5III/IV,1975MSS...C01....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-18 15:58:08.454 by nirps-client@maestria using drs_astrometrics.py,1,
HD140374,HD 140374,HD 140374|CD-32 11045|CPD-32  3984|GEN# +1.00140374|GSC 07331-01235|HIC  77081|HIP 77081|2MASS J15442105-3318549|PPM 747124|TIC 98921462|TYC 7331-1235-1|UCAC2  17742542|uvby98 100140374|Gaia DR1 6015102694481707392|Gaia DR3 6015102698785763328|Gaia DR2 6015102698785763328|HD_140374|J1544-33|HD140374|CD-3211045|CPD-323984|GEN#+1.00140374|GSC07331-01235|HIC77081|HIP77081|2MASSJ15442105-3318549|PPM747124|TIC98921462|TYC7331-1235-1|UCAC217742542|uvby98100140374|GaiaDR16015102694481707392|GaiaDR36015102698785763328|GaiaDR26015102698785763328|HD140374|J1544-33,236.0876151,Gaia DR3,-33.31539461,Gaia DR3,2457388.5,-19.2552073,Gaia DR3,-28.97948532,Gaia DR3,7.910159546,Gaia DR3,0.3,2007AN....328..889K,5454,2014MNRAS.442..220F,G8V,1982MSS...C03....0H,,,,,,,,,,,,,,,,,,,, Added on 2025-08-29 13:59:13.464 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
HD140538,HD140538,* psi Ser|*  23 Ser|** A 2230A|ADS  9763 A|AG+02 1864|AKARI-IRC-V1 J1544018+023053|ASCC 1144065|BD+02  2989|CCDM J15439+0230A|CSI+02  2989  1|CSI+02  2989  4|FK5 3248|GC 21155|GCRV  9078|GEN# +1.00140538|GJ  9527|GJ   596.1|GJ  9527 A|GSC 00355-01288|HD 140538|HIC  77052|HIP 77052|HR  5853|IDS 15390+0250 A|IRAS 15415+0240|LSPM J1544+0230|2MASS J15440182+0230548|N30 3535|PLX 3556|PMC 90-93  1371|PPM 161850|RX J1544.0+0230|1RXS J154402.1+023055|2RXS J154402.0+023054|SAO 121152|SKY# 28442|SPOCS  667|TD1 18510|TIC 459427073|TYC  355-1288-1|UBV   13401|UBV M  20937|USNO-B1.0 0925-00344317|uvby98 100140538|WDS J15440+0231A|WEB 13065|Wolf  573|YZ   2  5269|[ZEH2003] RX J1544.0+0230  1|Gaia DR3 4423865487962417024|Gaia DR2 4423865487962417024|*psiSer|*23Ser|**A2230A|ADS9763A|AG+021864|AKARI-IRC-V1J1544018+023053|ASCC1144065|BD+022989|CCDMJ15439+0230A|CSI+0229891|CSI+0229894|FK53248|GC21155|GCRV9078|GEN#+1.00140538|GJ9527|GJ596.1|GJ9527A|GSC00355-01288|HD140538|HIC77052|HIP77052|HR5853|IDS15390+0250A|IRAS15415+0240|LSPMJ1544+0230|2MASSJ15440182+0230548|N303535|PLX3556|PMC90-931371|PPM161850|RXJ1544.0+0230|1RXSJ154402.1+023055|2RXSJ154402.0+023054|SAO121152|SKY#28442|SPOCS667|TD118510|TIC459427073|TYC355-1288-1|UBV13401|UBVM20937|USNO-B1.00925-00344317|uvby98100140538|WDSJ15440+0231A|WEB13065|Wolf573|YZ25269|[ZEH2003]RXJ1544.0+02301|GaiaDR34423865487962417024|GaiaDR24423865487962417024,236.0073945,Gaia DR2,2.514577635,Gaia DR2,2457206,-42.78652723,Gaia DR2,-136.8573076,Gaia DR2,67.70570806,Gaia DR2,19.072,2018A&A...616A...7S,5670,2021AJ....161..134H,G2.5V,1989ApJS...71..245K,,,,,,,,,,,,,,,,,,,,Added on 2023-08-23 12:40:39.623 by nirps-client@maestria using drs_astrometrics.py,1,
HD141004,HD141004,LTT 14677|* lam Ser|*  27 Ser|AG+07 1966|ASCC 1050519|BD+07  3023|CSV 101527|1E 1544.0+0730|GC 21201|GCRV  9096|GEN# +1.00141004|GJ   598|HD 141004|HIC  77257|HIP  77257|HR  5868|IRAS 15440+0730|IRC +10295|JP11  2646|LSPM J1546+0721|2MASS J15462661+0721109|N30 3543|NLTT 41151|NSV  7246|PLX 3570|PLX 3570.00|PPM 161899|ROT  2223|RX J1546.4+0721|1RXS J154625.5+072111|SAO 121186|SBC7   551|SKY# 28519|SPOCS  669|SV* ZI  1157|TD1 18547|TIC 296740796|TYC  364-1224-1|UBV M  20956|UBV   13433|USNO-B1.0 0973-00314491|uvby98 100141004|WEB 13090|YPAC 183|YZ   7  7083|[ZEH2003] RX J1546.4+0721  1|Gaia DR2 4430238051199001216|Gaia DR3 4430238051199001216|LTT14677|*lamSer|*27Ser|AG+071966|ASCC1050519|BD+073023|CSV101527|1E1544.0+0730|GC21201|GCRV9096|GEN#+1.00141004|GJ598|HD141004|HIC77257|HIP77257|HR5868|IRAS15440+0730|IRC+10295|JP112646|LSPMJ1546+0721|2MASSJ15462661+0721109|N303543|NLTT41151|NSV7246|PLX3570|PLX3570.00|PPM161899|ROT2223|RXJ1546.4+0721|1RXSJ154625.5+072111|SAO121186|SBC7551|SKY#28519|SPOCS669|SV*ZI1157|TD118547|TIC296740796|TYC364-1224-1|UBVM20956|UBV13433|USNO-B1.00973-00314491|uvby98100141004|WEB13090|YPAC183|YZ77083|[ZEH2003]RXJ1546.4+07211|GaiaDR24430238051199001216|GaiaDR34430238051199001216,236.6099205,Gaia DR2,7.35276839,Gaia DR2,2457206,-224.1070937,Gaia DR2,-69.38362706,Gaia DR2,84.61210024,Gaia DR2,-66.395,2018A&A...616A...7S,5884,2020MNRAS.494.1724J,G0-V,1989ApJS...71..245K,,,,,,,,,,,,,,,,,,,,Added on 2023-08-18 16:02:12.611 by nirps-client@maestria using drs_astrometrics.py,1,
HD142,HD142,LHS  1020|** HDO  180A|CCDM J00063-4905A|CD-49 14337|CD-49 14337A|Ci 20    7|CPC  0    10|CPD-49 11858|CSI-49 14337 21|GC    92|GCRV    47|GEN# +1.00000142|GJ  9002 A|GJ     4.2 A|HD    142|HD    142A|HIC    522|HIP    522|HR     6|IDS 00011-4938 A|LFT   11|LTT    37|2MASS J00061921-4904307|N30   11|NLTT   217|PLX    8|PM 00037-4921|PPM 304555|SAO 214963|SKY#   192|SPOCS    3|TD1    15|TIC 389757979|TYC 8025-341-1|UBV      23|uvby98 100000142|WDS J00063-4905A|WEB    90|WISEA J000619.77-490430.3|Gaia DR3 4976894960284258048|Gaia DR2 4976894960284258048|HD142|LHS1020|**HDO180A|CCDMJ00063-4905A|CD-4914337|CD-4914337A|Ci207|CPC010|CPD-4911858|CSI-491433721|GC92|GCRV47|GEN#+1.00000142|GJ9002A|GJ4.2A|HD142|HD142A|HIC522|HIP522|HR6|IDS00011-4938A|LFT11|LTT37|2MASSJ00061921-4904307|N3011|NLTT217|PLX8|PM00037-4921|PPM304555|SAO214963|SKY#192|SPOCS3|TD115|TIC389757979|TYC8025-341-1|UBV23|uvby98100000142|WDSJ00063-4905A|WEB90|WISEAJ000619.77-490430.3|GaiaDR34976894960284258048|GaiaDR24976894960284258048|HD142,1.583677089,Gaia DR2,-49.07536249,Gaia DR2,2457206,575.0303006,Gaia DR2,-40.69042055,Gaia DR2,38.1605231,Gaia DR2,6,2005ApJS..159..141V,6403,2021A&A...655A..99D,F7V,2006AJ....132..161G,,,,,,,,,,,,,,,,,,,,Added on 2023-08-18 15:58:27.613 by nirps-client@maestria using drs_astrometrics.py,1,
HD142022A,HD142022A,LTT  6382|CCDM J16103-8414A|CD-83   202|CPC 22  1980|CPD-83   593|CSI-83   593 41|GC 21507|GCRV 65757|GEN# +1.00142022|GJ  9536 A|GJ   606.1 A|HD 142022|HD 142022A|HIC  79242|HIP  79242|IDS 15470-8357 A|2MASS J16101494-8413536|NLTT 41732|PLX 3591|PPM 377930|SAO 258738|SKY# 29199|TIC 290493086|TYC 9522-552-1|UBV   13473|UBV M  20999|uvby98 100142022 A|WDS J16102-8414A|WEB 13398|WISEA J161012.80-841354.1|Gaia DR2 5768159705804908800|Gaia DR3 5768159705804908800|Gaia DR1 5768159701506485376|LTT6382|CCDMJ16103-8414A|CD-83202|CPC221980|CPD-83593|CSI-8359341|GC21507|GCRV65757|GEN#+1.00142022|GJ9536A|GJ606.1A|HD142022|HD142022A|HIC79242|HIP79242|IDS15470-8357A|2MASSJ16101494-8413536|NLTT41732|PLX3591|PPM377930|SAO258738|SKY#29199|TIC290493086|TYC9522-552-1|UBV13473|UBVM20999|uvby98100142022A|WDSJ16102-8414A|WEB13398|WISEAJ161012.80-841354.1|GaiaDR25768159705804908800|GaiaDR35768159705804908800|GaiaDR15768159701506485376,242.5481731,Gaia DR2,-84.23174944,Gaia DR2,2457206,-337.0548719,Gaia DR2,-31.20163269,Gaia DR2,29.14244464,Gaia DR2,-9.836,2018A&A...616A...7S,5508,2021A&A...655A..99D,G9IV-V,2006AJ....132..161G,,,,,,,,,,,,,,,,,,,,Added on 2023-08-17 20:09:00.825 by nirps-client@maestria using drs_astrometrics.py,1,
HD142527,HD142527,HD 142527|** BIL    5|AKARI-IRC-V1 J1556418-421921|AKARI-FIS-V1 J1556415-421932|CD-41 10447|CPC  0 14212|CPD-41  7393|GEN# +1.00142527|GSC 07846-00688|Hen 3-1119|HIC  78092|HIP  78092|IRAS 15532-4210|2MASS J15564188-4219232|PPM 321217|SAO 226389|TIC 255191560|TYC 7846-688-1|uvby98 100142527|WDS J15567-4219AB|WISEA J155641.87-421923.4|WISE J155641.87-421923.7|Gaia DR3 5994826707951507200|Gaia DR2 5994826707951507200|HD 142527|HD142527|**BIL5|AKARI-IRC-V1J1556418-421921|AKARI-FIS-V1J1556415-421932|CD-4110447|CPC014212|CPD-417393|GEN#+1.00142527|GSC07846-00688|Hen3-1119|HIC78092|HIP78092|IRAS15532-4210|2MASSJ15564188-4219232|PPM321217|SAO226389|TIC255191560|TYC7846-688-1|uvby98100142527|WDSJ15567-4219AB|WISEAJ155641.87-421923.4|WISEJ155641.87-421923.7|GaiaDR35994826707951507200|GaiaDR25994826707951507200|HD142527,239.1744709,Gaia DR2,-42.32323711,Gaia DR2,2457206,-11.30469126,Gaia DR2,-26.33569707,Gaia DR2,6.356067237,Gaia DR2,-0.23,2018yCat.1345....0G,6500,2015MNRAS.453..976F,F6III,1978MSS...C02....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-04-25 00:57:09.618 by nirps-client@rali using drs_astrometrics.py,1,
HD142709,HD142709,LTT  6359|** SKF 1403A|CD-42 10934|CPC  0 14226|CPD-42  7253|GC 21412|GCRV 65816|GEN# +1.00142709|GJ   604|HD 142709|HIC  78170|HIP  78170|2MASS J15574075-4237271|NLTT 41579|PLX 3602|PLX 3602.00|PPM 321230|SAO 226403|SCR J1557-4237A|TIC 255263370|TYC 7846-245-1|UBV   13520|UBV M  21042|uvby98 100142709|WDS J15577-4237A|WEB 13219|WISEA J155740.51-423729.2|Gaia DR3 5994771148252505216|Gaia DR2 5994771148252505216|Gaia DR1 5994771143940476800|LTT6359|**SKF1403A|CD-4210934|CPC014226|CPD-427253|GC21412|GCRV65816|GEN#+1.00142709|GJ604|HD142709|HIC78170|HIP78170|2MASSJ15574075-4237271|NLTT41579|PLX3602|PLX3602.00|PPM321230|SAO226403|SCRJ1557-4237A|TIC255263370|TYC7846-245-1|UBV13520|UBVM21042|uvby98100142709|WDSJ15577-4237A|WEB13219|WISEAJ155740.51-423729.2|GaiaDR35994771148252505216|GaiaDR25994771148252505216|GaiaDR15994771143940476800,239.4182624,Gaia DR2,-42.62505588,Gaia DR2,2457206,-256.9186414,Gaia DR2,-190.8935929,Gaia DR2,67.87950942,Gaia DR2,35.917,2018A&A...616A...7S,4728,2014A&A...566A..66,K4V,1978MSS...C02....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-22 14:38:07.339 by nirps-client@maestria using drs_astrometrics.py,1,
HD142848,GSC 05019-00390,2MASS J15565392-0057183|AG-00 2055|BD-00  3038|DO  3886|GSC 05019-00390|Gaia DR1 4409456761741449728|Gaia DR2 4409456766040058880|HD 142848|IRAS 15543-0048|PPM 179685|SAO 140848|TIC 176013853|TYC 5019-390-1|YZ  90  4024|(A) HD 142848|BD-00 3038|DO 3886|HD142848|HD_142848|YZ 90 4024|2MASSJ15565392-0057183|AG-002055|BD-003038|DO3886|GSC05019-00390|GaiaDR14409456761741449728|GaiaDR24409456766040058880|HD142848|IRAS15543-0048|PPM179685|SAO140848|TIC176013853|TYC5019-390-1|YZ904024|(A)HD142848|BD-003038|DO3886|HD142848|HD142848|YZ904024,239.2246609,Gaia DR2,-0.9551106943,Gaia DR2,2457206,3.131809338,Gaia DR2,-2.349561256,Gaia DR2,1.441258381,Gaia DR2,-37.11,2018yCat.1345....0G,9200,HEADER[CFHT],A1V,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:30:44.780 by cook@cook using drs_astrometrics.py,1,
HD143006,HD143006,1RXS J155837.1-225724|2MASS J15583692-2257153|BD-22  4059|CD-22 11272|CPD-22  6099|EM* StHA  118|EPIC 204281210|EPIC 204281213|GLMP  441|GSC 06779-00305|Gaia DR1 6237190608636038656|Gaia DR2 6237190612936085120|HBC 608|HD 143006|Hen 3-1126|IRAS 15556-2248|PPM 264939|RX J155837.0-225711|SAO 183986|SPOCS  680|TIC 12658445|TYC 6779-305-1|USco 43|V* V1149 Sco|WISEA J155836.90-225715.3|YZ 112 11238|[DML87] 387|BD-22 4059|CPD-22 6099|EM* StHA 118|GLMP 441|HD143006|HD_143006|SPOCS 680|1RXSJ155837.1-225724|2MASSJ15583692-2257153|BD-224059|CD-2211272|CPD-226099|EM*StHA118|EPIC204281210|EPIC204281213|GLMP441|GSC06779-00305|GaiaDR16237190608636038656|GaiaDR26237190612936085120|HBC608|HD143006|Hen3-1126|IRAS15556-2248|PPM264939|RXJ155837.0-225711|SAO183986|SPOCS680|TIC12658445|TYC6779-305-1|USco43|V*V1149Sco|WISEAJ155836.90-225715.3|YZ11211238|[DML87]387|BD-224059|CPD-226099|EM*StHA118|GLMP441|HD143006|HD143006|SPOCS680,239.6537524,Gaia DR2,-22.95431844,Gaia DR2,2457206,-10.88162421,Gaia DR2,-20.96063291,Gaia DR2,6.020738347,Gaia DR2,-3.26,2018yCat.1345....0G,5956,2015A&A...573A..67P,G5IVe,2016MNRAS.461..794P,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:30:46.936 by cook@cook using drs_astrometrics.py,1,
HD143361,HD143361,NLTT 41735|CD-44 10569|CPC  0 14297|CPD-44  7729|GEN# +1.00143361|GSC 07863-01386|HD 143361|HIC  78521|HIP  78521|2MASS J16015034-4426042|PLX 3616|PLX 3616.00|PPM 321292|SAO 226454|TIC 255480497|TYC 7863-1386-1|UBV   13569|uvby98 100143361|Gaia DR1 5991331596687703424|Gaia DR3 5991331601015519104|Gaia DR2 5991331601015519104|NLTT41735|CD-4410569|CPC014297|CPD-447729|GEN#+1.00143361|GSC07863-01386|HD143361|HIC78521|HIP78521|2MASSJ16015034-4426042|PLX3616|PLX3616.00|PPM321292|SAO226454|TIC255480497|TYC7863-1386-1|UBV13569|uvby98100143361|GaiaDR15991331596687703424|GaiaDR35991331601015519104|GaiaDR25991331601015519104,240.4588405,Gaia DR2,-44.43505749,Gaia DR2,2457206,-156.5016612,Gaia DR2,-120.2223221,Gaia DR2,14.56695838,Gaia DR2,-0.531,2018A&A...616A...7S,5505,2019A&A...621A.112P,G6V,1978MSS...C02....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-18 15:59:14.399 by nirps-client@maestria using drs_astrometrics.py,1,
HD143567,HD143567,HD 143567|** KOU   44A|** LAF   92A|AP J16015546-2158496|BD-21  4255|CEL   4411|CPD-21  6080|DENIS J160155.4-215849|EPIC 204525956|GCRV 65876|GEN# +1.00143567|GSC 06212-01713|HIC  78530|HIP  78530|2MASS J16015546-2158496|PPM 265017|ROT  2264|SAO 184043|SKY# 28936|TD1 18767|TIC 9676357|TYC 6212-1713-1|UBV   13582|UBV M  21099|UCAC3 137-175400|uvby98 100143567|WDS J16019-2159A|WEB 13274|WISEA J160155.44-215849.6|YZ 111  6614|[SC96] Oph  25|Gaia DR3 6243537406369453824|Gaia DR2 6243537406369453824|Gaia DR1 6243537402065924736|HD143567|**KOU44A|**LAF92A|APJ16015546-2158496|BD-214255|CEL4411|CPD-216080|DENISJ160155.4-215849|EPIC204525956|GCRV65876|GEN#+1.00143567|GSC06212-01713|HIC78530|HIP78530|2MASSJ16015546-2158496|PPM265017|ROT2264|SAO184043|SKY#28936|TD118767|TIC9676357|TYC6212-1713-1|UBV13582|UBVM21099|UCAC3137-175400|uvby98100143567|WDSJ16019-2159A|WEB13274|WISEAJ160155.44-215849.6|YZ1116614|[SC96]Oph25|GaiaDR36243537406369453824|GaiaDR26243537406369453824|GaiaDR16243537402065924736,240.4810052,Gaia DR2,-21.98049203,Gaia DR2,2457206,-12.01258253,Gaia DR2,-24.11236646,Gaia DR2,7.284772595,Gaia DR2,-35.4552,2020AJ....160..120J,8253,2020AJ....160..120J,B9V,1988MSS...C04....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-17 20:12:26.781 by nirps-client@maestria using drs_astrometrics.py,1,
